cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
1h,2023,W1,DOTUSDT,0.0904,"SMA(10,100)",10,100,0.0781,0.0904,0.8635
1h,2023,W1,ENJUSDT,0.0887,"SMA(5,100)",5,100,0.07,0.0979,0.7153
1h,2023,W1,CHZUSDT,0.087,"SMA(5,100)",5,100,0.0574,0.0936,0.6134
1h,2023,W1,ATOMUSDT,0.0857,"EMA(10,100)",10,100,0.129,0.0949,1.0
1h,2023,W1,INJUSDT,0.0829,"EMA(20,50)",20,50,0.0644,0.095,0.678
1h,2023,W1,HBARUSDT,0.0824,"EMA(5,20)",5,20,0.0341,0.0854,0.3995
1h,2023,W1,AVAXUSDT,0.0801,"EMA(20,100)",20,100,0.053,0.0983,0.5387
1h,2023,W1,AAVEUSDT,0.0771,"SMA(20,100)",20,100,0.0429,0.0918,0.4674
1h,2023,W1,XLMUSDT,0.0707,"SMA(5,50)",5,50,0.0244,0.0707,0.3444
1h,2023,W1,SUPERUSDT,0.0665,"EMA(10,50)",10,50,0.0353,0.0705,0.5008
1h,2023,W2,APTUSDT,1.0335,"SMA(10,100)",10,100,1.0206,1.0518,0.9704
1h,2023,W2,SOLUSDT,0.8714,"EMA(10,100)",10,100,1.4233,0.8714,1.0
1h,2023,W2,OPUSDT,0.6091,"EMA(5,100)",5,100,0.873,0.6091,1.0
1h,2023,W2,FETUSDT,0.5321,"SMA(5,100)",5,100,1.5308,0.6956,1.0
1h,2023,W2,CRVUSDT,0.4899,"SMA(5,100)",5,100,0.4982,0.4899,1.0
1h,2023,W2,NEARUSDT,0.4777,"EMA(5,100)",5,100,0.3391,0.4777,0.7098
1h,2023,W2,AVAXUSDT,0.452,"EMA(20,100)",20,100,0.5197,0.4595,1.0
1h,2023,W2,FILUSDT,0.4506,"SMA(20,100)",20,100,0.5804,0.4506,1.0
1h,2023,W2,LDOUSDT,0.4404,"EMA(5,100)",5,100,1.2106,0.452,1.0
1h,2023,W2,ENJUSDT,0.3703,"SMA(5,100)",5,100,0.4421,0.3703,1.0
1h,2023,W2,ARUSDT,0.37,"EMA(5,100)",5,100,0.3884,0.37,1.0
1h,2023,W2,AAVEUSDT,0.3627,"SMA(20,100)",20,100,0.416,0.3651,1.0
1h,2023,W2,HBARUSDT,0.3528,"EMA(5,100)",5,100,0.3773,0.3528,1.0
1h,2023,W2,DOTUSDT,0.3034,"SMA(10,100)",10,100,0.3932,0.3043,1.0
1h,2023,W2,DYDXUSDT,0.2879,"EMA(20,100)",20,100,0.3978,0.2879,1.0
1h,2023,W2,CHZUSDT,0.2848,"EMA(10,100)",10,100,0.3395,0.2848,1.0
1h,2023,W2,ICPUSDT,0.2792,"EMA(10,100)",10,100,0.2929,0.2792,1.0
1h,2023,W2,ATOMUSDT,0.2759,"EMA(20,100)",20,100,0.4258,0.2853,1.0
1h,2023,W2,ADAUSDT,0.2758,"SMA(5,100)",5,100,0.4297,0.2805,1.0
1h,2023,W2,ZENUSDT,0.2684,"SMA(20,50)",20,50,0.192,0.2684,0.7154
1h,2023,W2,BCHUSDT,0.25,"EMA(20,100)",20,100,0.2475,0.25,0.9901
1h,2023,W2,SHIBUSDT,0.244,"EMA(20,100)",20,100,0.2808,0.244,1.0
1h,2023,W2,BTCUSDT,0.2379,"SMA(20,100)",20,100,0.2631,0.2381,1.0
1h,2023,W2,UNIUSDT,0.2374,"SMA(20,100)",20,100,0.224,0.2374,0.9434
1h,2023,W2,ETHUSDT,0.2295,"SMA(5,100)",5,100,0.291,0.2301,1.0
1h,2023,W3,APTUSDT,0.5916,"EMA(20,100)",20,100,2.0242,0.6563,1.0
1h,2023,W3,HBARUSDT,0.3574,"EMA(5,100)",5,100,0.845,0.4167,1.0
1h,2023,W3,OPUSDT,0.3076,"SMA(5,50)",5,50,0.2727,0.3476,0.7845
1h,2023,W3,ENJUSDT,0.2722,"EMA(20,50)",20,50,0.7848,0.3183,1.0
1h,2023,W3,CRVUSDT,0.2403,"EMA(10,100)",10,100,0.8275,0.2624,1.0
1h,2023,W3,FETUSDT,0.1626,"EMA(10,100)",10,100,1.84,0.2406,1.0
1h,2023,W3,SHIBUSDT,0.1556,"EMA(20,100)",20,100,0.4631,0.2024,1.0
1h,2023,W3,LDOUSDT,0.1247,"SMA(5,50)",5,50,0.2067,0.272,0.7601
1h,2023,W3,AAVEUSDT,0.1177,"EMA(20,100)",20,100,0.0432,0.1591,0.2716
1h,2023,W3,BTCUSDT,0.0967,"EMA(20,100)",20,100,0.368,0.1045,1.0
1h,2023,W3,INJUSDT,0.0896,"SMA(20,50)",20,50,0.1441,0.1822,0.7908
1h,2023,W3,MOVRUSDT,0.08,"EMA(5,20)",5,20,0.0595,0.0997,0.5971
1h,2023,W3,ICPUSDT,0.0721,"SMA(20,50)",20,50,0.0774,0.1079,0.7179
1h,2023,W3,SUPERUSDT,0.0704,"EMA(5,20)",5,20,0.0639,0.1054,0.6064
1h,2023,W3,ETHUSDT,0.0637,"EMA(10,100)",10,100,0.0526,0.0756,0.6963
1h,2023,W3,NEARUSDT,0.0626,"SMA(20,50)",20,50,0.1232,0.1784,0.6905
1h,2023,W3,ADAUSDT,0.0624,"SMA(20,50)",20,50,0.1026,0.1324,0.7754
1h,2023,W3,FILUSDT,0.0598,"EMA(10,20)",10,20,0.1256,0.1599,0.7854
1h,2023,W3,SOLUSDT,0.0513,"SMA(5,50)",5,50,0.1465,0.1812,0.8084
1h,2023,W3,DOTUSDT,0.0491,"EMA(10,20)",10,20,0.0779,0.1046,0.7447
1h,2023,W3,XLMUSDT,0.0427,"SMA(20,50)",20,50,0.0762,0.0958,0.7957
1h,2023,W3,ALGOUSDT,0.0396,"EMA(5,20)",5,20,0.1005,0.1432,0.7019
1h,2023,W3,XRPUSDT,0.0346,"SMA(10,50)",10,50,0.0411,0.0698,0.5883
1h,2023,W3,BCHUSDT,0.0315,"SMA(20,50)",20,50,0.0553,0.0739,0.7482
1h,2023,W3,ATOMUSDT,0.0307,"EMA(5,20)",5,20,0.1054,0.1338,0.7876
1h,2023,W4,APTUSDT,0.4756,"EMA(20,100)",20,100,3.5938,0.4778,1.0
1h,2023,W4,INJUSDT,0.4349,"EMA(20,100)",20,100,0.5362,0.4349,1.0
1h,2023,W4,DYDXUSDT,0.4044,"SMA(5,100)",5,100,0.3343,0.4909,0.681
1h,2023,W4,SUPERUSDT,0.2658,"EMA(5,100)",5,100,0.3367,0.3041,1.0
1h,2023,W4,AVAXUSDT,0.2073,"EMA(5,100)",5,100,0.1622,0.2253,0.7202
1h,2023,W4,ICPUSDT,0.1186,"EMA(5,100)",5,100,0.0584,0.1306,0.4467
1h,2023,W4,MOVRUSDT,0.1028,"EMA(20,100)",20,100,0.0663,0.1184,0.5596
1h,2023,W4,JSTUSDT,0.0987,"EMA(10,100)",10,100,0.1096,0.1082,1.0
1h,2023,W4,FETUSDT,0.0932,"SMA(20,100)",20,100,0.0579,0.1464,0.3951
1h,2023,W4,ARUSDT,0.0911,"EMA(20,100)",20,100,0.1029,0.0994,1.0
1h,2023,W4,ALGOUSDT,0.0809,"SMA(20,50)",20,50,0.0635,0.1093,0.5813
1h,2023,W4,FILUSDT,0.0639,"SMA(20,100)",20,100,-0.0522,0.0721,0.0
1h,2023,W4,NEARUSDT,0.053,"SMA(20,100)",20,100,-0.0405,0.0616,0.0
1h,2023,W4,CRVUSDT,0.0509,"EMA(5,100)",5,100,0.0019,0.0893,0.0209
1h,2023,W4,LINKUSDT,0.0471,"SMA(20,50)",20,50,0.0444,0.0926,0.4795
1h,2023,W4,ENJUSDT,0.0369,"EMA(5,50)",5,50,0.1039,0.1583,0.6566
1h,2023,W4,BCHUSDT,0.0287,"SMA(20,100)",20,100,0.0053,0.045,0.1181
1h,2023,W4,ADAUSDT,0.0266,"SMA(20,100)",20,100,0.0214,0.0868,0.2465
1h,2023,W4,DOGEUSDT,0.0261,"SMA(10,100)",10,100,0.013,0.0575,0.2269
1h,2023,W4,DOTUSDT,0.021,"EMA(20,100)",20,100,-0.01,0.0488,0.0
1h,2023,W4,DEXEUSDT,0.0206,"SMA(20,100)",20,100,0.0152,0.0628,0.2418
1h,2023,W4,XLMUSDT,0.0187,"EMA(5,50)",5,50,0.0043,0.0381,0.1138
1h,2023,W4,LTCUSDT,0.0183,"SMA(5,50)",5,50,0.0171,0.0421,0.406
1h,2023,W4,ATOMUSDT,0.0178,"SMA(5,100)",5,100,0.0028,0.0764,0.0367
1h,2023,W4,TRXUSDT,0.0165,"EMA(10,50)",10,50,0.0232,0.0521,0.4458
1h,2024,W1,TIAUSDT,0.1877,"SMA(10,100)",10,100,0.0274,0.2226,0.123
1h,2024,W1,SEIUSDT,0.1564,"EMA(5,20)",5,20,0.0007,0.1702,0.0043
1h,2024,W1,ARBUSDT,0.0939,"SMA(10,20)",10,20,-0.0347,0.1246,0.0
1h,2024,W1,BTCUSDT,0.0338,"SMA(10,50)",10,50,0.0024,0.0405,0.0596
1h,2024,W1,INJUSDT,0.0199,"SMA(20,100)",20,100,-0.0344,0.1082,0.0
1h,2024,W1,TRXUSDT,-0.0507,"SMA(20,50)",20,50,-0.0085,0.0089,0.0
1h,2024,W1,PROMUSDT,-0.1067,"SMA(10,20)",10,20,-0.0229,0.0,0.0
1h,2024,W1,LTCUSDT,-0.1218,"SMA(20,50)",20,50,-0.0197,0.0115,0.0
1h,2024,W2,SUIUSDT,0.6189,"EMA(5,50)",5,50,0.5001,0.6837,0.7315
1h,2024,W2,BONKUSDT,0.4113,"SMA(20,50)",20,50,0.0014,0.4696,0.003
1h,2024,W2,ETCUSDT,0.3937,"EMA(20,100)",20,100,0.3083,0.4229,0.729
1h,2024,W2,TIAUSDT,0.3349,"EMA(5,100)",5,100,0.1822,0.3892,0.4681
1h,2024,W2,BLURUSDT,0.3159,"EMA(20,100)",20,100,0.1494,0.378,0.3954
1h,2024,W2,PROMUSDT,0.2768,"EMA(5,50)",5,50,0.1946,0.3337,0.5832
1h,2024,W2,ARUSDT,0.2731,"SMA(5,100)",5,100,0.1789,0.3144,0.5689
1h,2024,W2,ZENUSDT,0.2553,"EMA(10,50)",10,50,0.2109,0.3031,0.6958
1h,2024,W2,APTUSDT,0.1804,"SMA(10,100)",10,100,0.0761,0.2168,0.3512
1h,2024,W2,DYDXUSDT,0.177,"SMA(5,100)",5,100,0.0977,0.2324,0.4205
1h,2024,W2,ICPUSDT,0.1408,"SMA(10,50)",10,50,-0.0206,0.1889,0.0
1h,2024,W2,CHZUSDT,0.1275,"SMA(5,100)",5,100,0.0571,0.1806,0.3163
1h,2024,W2,ETHUSDT,0.1267,"EMA(20,100)",20,100,0.0593,0.1335,0.4442
1h,2024,W2,LINKUSDT,0.1258,"SMA(10,20)",10,20,0.0388,0.1495,0.2595
1h,2024,W2,MOVRUSDT,0.1234,"EMA(20,100)",20,100,-0.0531,0.1744,0.0
1h,2024,W2,SUPERUSDT,0.108,"SMA(20,50)",20,50,-0.0272,0.1913,0.0
1h,2024,W2,LTCUSDT,0.0947,"EMA(20,100)",20,100,0.0401,0.1207,0.332
1h,2024,W2,SHIBUSDT,0.0838,"SMA(20,50)",20,50,-0.0324,0.1038,0.0
1h,2024,W2,ARKMUSDT,0.0835,"SMA(20,50)",20,50,-0.0223,0.1314,0.0
1h,2024,W2,TRXUSDT,0.0831,"SMA(20,50)",20,50,0.0752,0.0938,0.8014
1h,2024,W3,CHZUSDT,0.1459,"EMA(10,100)",10,100,0.0002,0.1459,0.0014
1h,2024,W3,SUPERUSDT,0.0819,"SMA(20,100)",20,100,-0.0128,0.0819,0.0
1h,2024,W3,DOGEUSDT,0.0558,"EMA(10,20)",10,20,0.0866,0.1288,0.672
1h,2024,W3,BNBUSDT,0.0487,"SMA(10,50)",10,50,0.0199,0.0487,0.4074
1h,2024,W3,LINKUSDT,0.0282,"SMA(10,100)",10,100,0.0042,0.0754,0.0553
1h,2024,W3,FLOKIUSDT,0.0237,"SMA(20,50)",20,50,0.0673,0.1171,0.5744
1h,2024,W3,LTCUSDT,0.0172,"SMA(5,100)",5,100,0.0242,0.074,0.3262
1h,2024,W3,ZECUSDT,0.0126,"EMA(5,100)",5,100,0.0148,0.0609,0.2427
1h,2024,W3,DASHUSDT,0.0032,"SMA(5,50)",5,50,0.0292,0.0959,0.3043
1h,2024,W3,CRVUSDT,-0.005,"EMA(5,20)",5,20,0.0154,0.0712,0.2157
1h,2024,W3,BTCUSDT,-0.0163,"SMA(20,50)",20,50,-0.0003,0.0287,0.0
1h,2024,W3,TRXUSDT,-0.0246,"SMA(10,100)",10,100,-0.0028,0.0183,0.0
1h,2024,W3,XLMUSDT,-0.0302,"SMA(10,20)",10,20,0.0149,0.049,0.3046
1h,2024,W3,SHIBUSDT,-0.0311,"SMA(10,100)",10,100,-0.0085,0.0494,0.0
1h,2024,W3,HBARUSDT,-0.0321,"SMA(10,50)",10,50,-0.0053,0.0286,0.0
1h,2024,W3,ARKMUSDT,-0.0346,"SMA(5,50)",5,50,-0.0184,0.0492,0.0
1h,2024,W3,INJUSDT,-0.035,"SMA(10,50)",10,50,-0.0108,0.0535,0.0
1h,2024,W3,ENJUSDT,-0.0379,"SMA(10,50)",10,50,-0.0051,0.0591,0.0
1h,2024,W3,AAVEUSDT,-0.0391,"SMA(10,50)",10,50,-0.0008,0.0465,0.0
1h,2024,W3,JSTUSDT,-0.0429,"SMA(5,50)",5,50,0.0133,0.032,0.4162
1h,2024,W3,ATOMUSDT,-0.0477,"SMA(20,50)",20,50,-0.0039,0.0324,0.0
1h,2024,W4,PROMUSDT,0.3046,"SMA(20,100)",20,100,0.2426,0.3942,0.6153
1h,2024,W4,SUIUSDT,0.2855,"EMA(20,100)",20,100,0.1664,0.3126,0.5323
1h,2024,W4,ICPUSDT,0.106,"EMA(20,50)",20,50,0.1425,0.2713,0.5251
1h,2024,W4,LDOUSDT,0.0854,"EMA(5,50)",5,50,0.1449,0.2155,0.6723
1h,2024,W4,AVAXUSDT,0.0678,"SMA(10,100)",10,100,0.1458,0.2598,0.5612
1h,2024,W4,SOLUSDT,0.0501,"SMA(5,50)",5,50,0.1147,0.2084,0.5503
1h,2024,W4,APTUSDT,0.0426,"SMA(5,100)",5,100,0.0613,0.1653,0.3705
1h,2024,W4,SEIUSDT,0.0426,"SMA(10,100)",10,100,0.0459,0.1615,0.284
1h,2024,W4,BLURUSDT,0.0366,"SMA(20,100)",20,100,-0.031,0.0541,0.0
1h,2024,W4,TRXUSDT,0.029,"EMA(20,100)",20,100,0.0216,0.0531,0.4062
1h,2024,W4,BONKUSDT,0.0211,"EMA(20,100)",20,100,0.0413,0.168,0.2456
1h,2024,W4,JSTUSDT,0.0191,"EMA(20,50)",20,50,0.043,0.075,0.5738
1h,2024,W4,FETUSDT,0.0164,"SMA(20,100)",20,100,0.0245,0.1234,0.1984
1h,2024,W4,SUPERUSDT,0.0163,"EMA(5,100)",5,100,0.0688,0.1758,0.3912
1h,2024,W4,TIAUSDT,0.0155,"EMA(5,50)",5,50,0.0647,0.2058,0.3145
1h,2024,W4,DOTUSDT,0.009,"SMA(20,100)",20,100,0.0636,0.1364,0.4663
1h,2024,W4,BTCUSDT,0.0089,"SMA(10,50)",10,50,0.0476,0.0829,0.5741
1h,2024,W4,INJUSDT,0.0055,"EMA(10,20)",10,20,0.1292,0.1839,0.7022
1h,2024,W4,BCHUSDT,-0.0051,"SMA(20,100)",20,100,0.0034,0.063,0.0539
1h,2024,W4,ARBUSDT,-0.0105,"SMA(20,50)",20,50,0.0467,0.1452,0.3215
1h,2024,W4,ENJUSDT,-0.0162,"SMA(20,50)",20,50,0.0569,0.1039,0.5482
1h,2024,W4,NEARUSDT,-0.0164,"SMA(20,50)",20,50,0.0871,0.1597,0.5454
1h,2024,W4,ARKMUSDT,-0.0179,"SMA(20,100)",20,100,0.0277,0.1175,0.2354
1h,2024,W4,XLMUSDT,-0.0181,"EMA(20,100)",20,100,0.0071,0.0537,0.1318
1h,2025,W1,INJUSDT,0.1952,"EMA(20,100)",20,100,0.1435,0.2484,0.5778
1h,2025,W1,RENDERUSDT,0.1742,"EMA(20,100)",20,100,0.122,0.2105,0.5793
1h,2025,W1,APTUSDT,0.0989,"SMA(20,50)",20,50,0.0615,0.1457,0.4218
1h,2025,W1,WLDUSDT,0.0825,"EMA(20,100)",20,100,0.0617,0.1041,0.5928
1h,2025,W1,HBARUSDT,0.0613,"SMA(20,50)",20,50,-0.0678,0.0873,0.0
1h,2025,W2,PROMUSDT,0.3824,"SMA(5,50)",5,50,0.3994,0.4752,0.8404
1h,2025,W2,XRPUSDT,0.1425,"SMA(20,100)",20,100,0.1444,0.1936,0.7459
1h,2025,W2,DEXEUSDT,0.0815,"SMA(10,20)",10,20,0.244,0.2487,0.9814
1h,2025,W2,LDOUSDT,0.0284,"SMA(5,20)",5,20,0.1787,0.3016,0.5924
1h,2025,W2,ZENUSDT,0.01,"SMA(5,20)",5,20,0.1846,0.2454,0.7522
1h,2025,W2,DOGEUSDT,0.0066,"EMA(5,20)",5,20,0.0668,0.129,0.5178
1h,2025,W2,TONUSDT,0.0002,"SMA(5,20)",5,20,0.0352,0.0705,0.4985
1h,2025,W2,XLMUSDT,-0.0028,"SMA(20,50)",20,50,0.0233,0.1067,0.2183
1h,2025,W2,ORDIUSDT,-0.0051,"SMA(10,20)",10,20,0.0492,0.105,0.4689
1h,2025,W2,BCHUSDT,-0.007,"SMA(10,20)",10,20,0.0234,0.0754,0.31
1h,2025,W2,BTCUSDT,-0.0075,"SMA(5,20)",5,20,0.0249,0.0639,0.3901
1h,2025,W2,BNBUSDT,-0.0094,"SMA(5,20)",5,20,0.018,0.0568,0.3174
1h,2025,W2,PNUTUSDT,-0.0109,"EMA(5,20)",5,20,0.0873,0.2758,0.3166
1h,2025,W2,ALGOUSDT,-0.0145,"SMA(10,20)",10,20,0.0673,0.1464,0.4596
1h,2025,W2,SHIBUSDT,-0.0146,"EMA(10,20)",10,20,0.0232,0.0794,0.2921
1h,2025,W2,ADAUSDT,-0.0213,"EMA(10,20)",10,20,0.0558,0.1299,0.4297
1h,2025,W2,LTCUSDT,-0.0228,"SMA(10,20)",10,20,0.043,0.089,0.4829
1h,2025,W2,HBARUSDT,-0.024,"SMA(5,20)",5,20,0.0503,0.106,0.4746
1h,2025,W2,DASHUSDT,-0.0307,"SMA(10,20)",10,20,0.0721,0.136,0.5301
1h,2025,W2,ETCUSDT,-0.0328,"EMA(10,20)",10,20,0.0334,0.0935,0.3571
1h,2025,W2,TIAUSDT,-0.0348,"SMA(10,20)",10,20,0.0356,0.0891,0.3999
1h,2025,W2,UNIUSDT,-0.0378,"EMA(5,20)",5,20,0.034,0.0857,0.396
1h,2025,W2,ZECUSDT,-0.0378,"SMA(5,20)",5,20,0.1045,0.1691,0.618
1h,2025,W2,POLUSDT,-0.0427,"EMA(10,20)",10,20,0.0388,0.1013,0.3827
1h,2025,W2,CRVUSDT,-0.0454,"EMA(5,50)",5,50,0.0715,0.1512,0.4732
1h,2025,W3,SOLUSDT,0.3348,"SMA(5,20)",5,20,0.0472,0.3428,0.1376
1h,2025,W3,LINKUSDT,0.3151,"EMA(10,100)",10,100,0.3262,0.3229,1.0
1h,2025,W3,AAVEUSDT,0.2663,"SMA(20,50)",20,50,0.1691,0.2896,0.5842
1h,2025,W3,DEXEUSDT,0.2048,"EMA(10,100)",10,100,0.2249,0.2262,0.9946
1h,2025,W3,XRPUSDT,0.1848,"SMA(5,20)",5,20,0.0129,0.1848,0.0696
1h,2025,W3,BONKUSDT,0.1822,"SMA(5,20)",5,20,0.0006,0.2123,0.0029
1h,2025,W3,HBARUSDT,0.167,"EMA(10,20)",10,20,-0.0137,0.167,0.0
1h,2025,W3,LTCUSDT,0.163,"SMA(10,20)",10,20,-0.0017,0.175,0.0
1h,2025,W3,ALGOUSDT,0.1419,"SMA(10,20)",10,20,-0.0075,0.1419,0.0
1h,2025,W3,ENAUSDT,0.1334,"SMA(10,20)",10,20,0.0611,0.201,0.3039
1h,2025,W3,TRXUSDT,0.1066,"SMA(5,50)",5,50,0.0264,0.1071,0.2464
1h,2025,W3,BTCUSDT,0.0949,"EMA(10,20)",10,20,0.0212,0.0974,0.2176
1h,2025,W3,INJUSDT,0.0777,"SMA(10,20)",10,20,0.0611,0.146,0.4182
1h,2025,W3,ETCUSDT,0.0673,"SMA(5,20)",5,20,0.0375,0.0913,0.4104
1h,2025,W3,LDOUSDT,0.0478,"SMA(20,50)",20,50,0.0811,0.2148,0.3776
1h,2025,W3,WLDUSDT,0.0477,"SMA(10,20)",10,20,0.1187,0.1678,0.7075
1h,2025,W3,RENDERUSDT,0.0395,"SMA(10,20)",10,20,0.074,0.1174,0.6302
1h,2025,W3,NEARUSDT,0.0388,"SMA(10,20)",10,20,0.03,0.1007,0.2983
1h,2025,W3,DOGEUSDT,0.0369,"EMA(5,50)",5,50,0.0073,0.0997,0.0736
1h,2025,W3,ETHUSDT,0.0328,"SMA(10,20)",10,20,0.0096,0.0559,0.1714
1h,2025,W3,TIAUSDT,0.0325,"SMA(10,20)",10,20,0.0386,0.1089,0.3544
1h,2025,W3,XLMUSDT,0.0308,"SMA(5,20)",5,20,-0.0173,0.0414,0.0
1h,2025,W3,SUIUSDT,0.0245,"SMA(10,20)",10,20,0.0546,0.0868,0.6287
1h,2025,W3,BCHUSDT,0.0178,"SMA(10,20)",10,20,0.0199,0.0715,0.2779
1h,2025,W3,TAOUSDT,0.0143,"SMA(10,20)",10,20,0.0554,0.0981,0.5651
1h,2025,W4,TAOUSDT,0.0589,"SMA(20,100)",20,100,0.1111,0.2396,0.4636
1h,2025,W4,DUSDT,0.0453,"SMA(10,100)",10,100,-0.1678,0.2071,0.0
1h,2025,W4,DEXEUSDT,0.0125,"EMA(20,100)",20,100,0.0012,0.0525,0.0225
1h,2025,W4,TRXUSDT,-0.0256,"SMA(20,50)",20,50,-0.0287,0.0204,0.0
1h,2025,W4,XRPUSDT,-0.0432,"EMA(10,20)",10,20,0.0082,0.1085,0.0753
1h,2025,W4,BTCUSDT,-0.0433,"SMA(20,50)",20,50,-0.0119,0.0306,0.0
1h,2025,W4,BNBUSDT,-0.0462,"SMA(20,50)",20,50,-0.0231,0.0238,0.0
1h,2025,W4,JSTUSDT,-0.0569,"SMA(20,50)",20,50,-0.0252,0.0134,0.0
1h,2025,W4,LTCUSDT,-0.0848,"SMA(20,50)",20,50,-0.0353,0.0335,0.0
1h,2025,W4,ETHUSDT,-0.0853,"SMA(20,50)",20,50,-0.0314,0.0137,0.0
1h,2025,W4,BCHUSDT,-0.0902,"SMA(20,50)",20,50,-0.0457,0.0276,0.0
1h,2025,W4,ATOMUSDT,-0.0943,"SMA(20,50)",20,50,-0.0273,0.0169,0.0
1h,2025,W4,ADAUSDT,-0.1,"SMA(10,50)",10,50,-0.0404,0.0513,0.0
1h,2025,W4,SOLUSDT,-0.1008,"SMA(20,50)",20,50,-0.0309,0.0232,0.0
1h,2025,W4,HBARUSDT,-0.1131,"SMA(20,50)",20,50,-0.0527,0.0197,0.0
1h,2025,W4,XLMUSDT,-0.1179,"SMA(10,50)",10,50,-0.0408,0.0556,0.0
1h,2025,W4,EIGENUSDT,-0.1339,"SMA(20,50)",20,50,-0.0608,0.0301,0.0
1h,2025,W4,ICPUSDT,-0.1398,"SMA(20,50)",20,50,-0.0403,0.0397,0.0
1h,2025,W4,DOGEUSDT,-0.1417,"SMA(20,50)",20,50,-0.0398,0.0324,0.0
1h,2026,W1,RENDERUSDT,0.7372,"EMA(5,100)",5,100,0.716,0.7494,0.9555
1h,2026,W1,PEPEUSDT,0.6198,"EMA(5,100)",5,100,0.5731,0.6238,0.9188
1h,2026,W1,VIRTUALUSDT,0.6109,"EMA(10,100)",10,100,0.5304,0.6274,0.8455
1h,2026,W1,BONKUSDT,0.4867,"EMA(5,100)",5,100,0.4222,0.4987,0.8467
1h,2026,W1,WIFUSDT,0.4354,"SMA(20,100)",20,100,0.301,0.4461,0.6747
1h,2026,W1,FLOKIUSDT,0.3895,"EMA(5,100)",5,100,0.3721,0.3923,0.9486
1h,2026,W1,PENGUUSDT,0.3828,"EMA(20,100)",20,100,0.2721,0.396,0.6872
1h,2026,W1,FETUSDT,0.3719,"EMA(5,100)",5,100,0.3098,0.3837,0.8075
1h,2026,W1,NEIROUSDT,0.345,"EMA(20,100)",20,100,0.1826,0.3557,0.5135
1h,2026,W1,SUIUSDT,0.2908,"EMA(5,100)",5,100,0.2616,0.3035,0.8619
1h,2026,W1,PNUTUSDT,0.2872,"EMA(20,100)",20,100,0.2441,0.2946,0.8284
1h,2026,W1,POLUSDT,0.2734,"EMA(5,50)",5,50,0.2498,0.2979,0.8385
1h,2026,W1,ATOMUSDT,0.2732,"EMA(5,50)",5,50,0.2354,0.2778,0.8473
1h,2026,W1,SHIBUSDT,0.271,"EMA(10,100)",10,100,0.2047,0.271,0.7552
1h,2026,W1,INJUSDT,0.2531,"EMA(5,100)",5,100,0.1664,0.2657,0.6263
1h,2026,W1,DOGEUSDT,0.2442,"EMA(10,100)",10,100,0.1751,0.2442,0.7171
1h,2026,W1,ALGOUSDT,0.234,"EMA(10,100)",10,100,0.1606,0.2475,0.6488
1h,2026,W1,TAOUSDT,0.2268,"SMA(5,100)",5,100,0.2158,0.2374,0.9088
1h,2026,W1,TIAUSDT,0.2246,"EMA(10,100)",10,100,0.2009,0.2501,0.8031
1h,2026,W1,WLDUSDT,0.2232,"EMA(20,100)",20,100,0.1619,0.2421,0.6689
1h,2026,W1,ADAUSDT,0.2032,"SMA(20,100)",20,100,0.1232,0.2079,0.5926
1h,2026,W1,DOTUSDT,0.2028,"EMA(20,100)",20,100,0.1336,0.2144,0.6231
1h,2026,W1,ARKMUSDT,0.1977,"EMA(20,100)",20,100,0.1217,0.2114,0.5756
1h,2026,W1,OPUSDT,0.1791,"EMA(10,100)",10,100,0.1576,0.1969,0.8004
1h,2026,W2,DASHUSDT,0.9458,"SMA(20,50)",20,50,1.125,1.1799,0.9534
1h,2026,W2,ICPUSDT,0.3995,"SMA(5,20)",5,20,0.4353,0.4683,0.9296
1h,2026,W2,CHZUSDT,0.2832,"EMA(10,100)",10,100,0.2598,0.2832,0.9172
1h,2026,W2,ZENUSDT,0.2309,"SMA(20,50)",20,50,0.3344,0.374,0.8942
1h,2026,W2,BLURUSDT,0.2029,"SMA(5,20)",5,20,0.2105,0.2858,0.7365
1h,2026,W2,POLUSDT,0.1997,"SMA(10,50)",10,50,-0.0045,0.2389,0.0
1h,2026,W2,ZROUSDT,0.1755,"EMA(20,100)",20,100,0.1847,0.216,0.8554
1h,2026,W2,OPUSDT,0.109,"SMA(5,50)",5,50,0.0989,0.1463,0.6762
1h,2026,W2,ORDIUSDT,0.1062,"EMA(5,50)",5,50,0.133,0.1944,0.6843
1h,2026,W2,PROMUSDT,0.0865,"SMA(5,20)",5,20,0.0084,0.0917,0.0914
1h,2026,W2,SOLUSDT,0.0721,"EMA(5,100)",5,100,0.0699,0.0942,0.7416
1h,2026,W2,DYDXUSDT,0.0661,"EMA(5,50)",5,50,0.0442,0.1022,0.4319
1h,2026,W2,PENGUUSDT,0.065,"EMA(5,50)",5,50,0.0657,0.1068,0.6153
1h,2026,W2,AAVEUSDT,0.0623,"EMA(5,50)",5,50,0.07,0.1012,0.6922
1h,2026,W2,BTCUSDT,0.0607,"SMA(10,50)",10,50,0.0685,0.0782,0.8767
1h,2026,W2,ETHUSDT,0.058,"SMA(20,100)",20,100,0.0766,0.0919,0.834
1h,2026,W2,FETUSDT,0.0566,"EMA(20,100)",20,100,0.0104,0.0858,0.1214
1h,2026,W2,TAOUSDT,0.0561,"EMA(20,100)",20,100,0.2922,0.0833,1.0
