cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
4h,2026,W3,DUSDT,0.0295,"EMA(20,100)",20,100,-0.0286,0.0852,0.0
4h,2026,W3,XUSDUSDT,0.0007,"SMA(5,20)",5,20,0.0007,0.0009,0.7776
4h,2026,W3,WLFIUSDT,-0.0094,"SMA(5,50)",5,50,0.0,0.0551,0.0
4h,2026,W3,TRXUSDT,-0.0193,"SMA(20,100)",20,100,0.0543,0.0129,1.0
4h,2026,W3,BCHUSDT,-0.0248,"SMA(5,20)",5,20,-0.0091,0.0261,0.0
4h,2026,W3,NEIROUSDT,-0.034,"SMA(5,20)",5,20,-0.0256,0.1348,0.0
4h,2026,W3,SHIBUSDT,-0.06,"SMA(5,20)",5,20,0.0,0.0323,0.0
4h,2026,W3,CHZUSDT,-0.0746,"EMA(10,100)",10,100,0.4362,0.0,0.0
4h,2026,W3,BLURUSDT,-0.0787,"SMA(20,100)",20,100,0.0032,0.006,0.5248
4h,2026,W3,HBARUSDT,-0.0846,"SMA(5,20)",5,20,0.0,0.0371,0.0
4h,2026,W4,WLDUSDT,0.2142,"SMA(5,20)",5,20,0.2615,0.3391,0.7711
4h,2026,W4,XPLUSDT,0.145,"SMA(5,20)",5,20,0.1441,0.2635,0.5469
4h,2026,W4,ASTERUSDT,0.0808,"SMA(20,50)",20,50,0.1021,0.1169,0.874
4h,2026,W4,ALGOUSDT,0.0544,"SMA(10,50)",10,50,0.0457,0.1142,0.4002
4h,2026,W4,ZECUSDT,0.0473,"EMA(5,20)",5,20,0.0091,0.1248,0.0731
4h,2026,W4,ZROUSDT,0.0466,"EMA(10,50)",10,50,0.5424,0.0684,1.0
4h,2026,W4,CHZUSDT,0.0289,"SMA(10,20)",10,20,0.0777,0.1308,0.5938
4h,2026,W4,APTUSDT,0.0281,"SMA(5,20)",5,20,0.04,0.1094,0.3655
4h,2026,W4,BNBUSDT,0.0134,"SMA(5,20)",5,20,0.0262,0.0525,0.5
4h,2026,W4,LTCUSDT,0.0122,"SMA(5,20)",5,20,0.0065,0.054,0.1207
4h,2026,W4,ONDOUSDT,0.0102,"SMA(10,20)",10,20,0.0219,0.0864,0.2531
4h,2026,W4,VIRTUALUSDT,0.0035,"SMA(5,20)",5,20,0.0468,0.1401,0.3343
4h,2026,W4,AAVEUSDT,0.0019,"SMA(5,20)",5,20,0.0408,0.096,0.4251
4h,2026,W4,XUSDUSDT,0.0002,"EMA(10,100)",10,100,0.0002,0.0003,0.6666
4h,2026,W4,ETHUSDT,-0.0006,"SMA(5,20)",5,20,0.0281,0.0701,0.4007
4h,2026,W4,BCHUSDT,-0.0025,"SMA(5,50)",5,50,0.0039,0.0401,0.0974
4h,2026,W4,PNUTUSDT,-0.0067,"SMA(10,20)",10,20,0.0194,0.1016,0.1905
4h,2026,W4,BTCUSDT,-0.0069,"SMA(5,20)",5,20,0.014,0.0317,0.4413
4h,2026,W4,SEIUSDT,-0.012,"SMA(5,20)",5,20,0.0085,0.0606,0.1403
4h,2026,W4,DOGEUSDT,-0.0135,"SMA(5,20)",5,20,0.0212,0.0527,0.4013
4h,2026,W4,XLMUSDT,-0.0141,"SMA(5,20)",5,20,0.0086,0.0431,0.2001
4h,2026,W4,PENGUUSDT,-0.0149,"SMA(5,20)",5,20,0.0292,0.1094,0.2665
1d,2021,W1,XLMUSDT,1.3559,"EMA(20,50)",20,50,2.8234,1.4351,1.0
1d,2021,W1,ADAUSDT,0.7056,"SMA(5,50)",5,50,1.9502,0.7056,1.0
1d,2021,W1,DOGEUSDT,0.6918,"SMA(5,50)",5,50,2.5228,0.6918,1.0
1d,2021,W1,ETHUSDT,0.6791,"EMA(5,100)",5,100,5.2986,0.6791,1.0
1d,2021,W1,LINKUSDT,0.3476,"EMA(20,100)",20,100,0.3969,0.3476,1.0
1d,2021,W1,BTCUSDT,0.3443,"EMA(10,100)",10,100,3.4675,0.3443,1.0
1d,2021,W1,LTCUSDT,0.3425,"SMA(10,50)",10,50,2.6107,0.3425,1.0
1d,2021,W1,UNIUSDT,0.319,"SMA(10,20)",10,20,0.7749,0.319,1.0
1d,2021,W1,BCHUSDT,0.3123,"SMA(20,50)",20,50,0.8268,0.3123,1.0
1d,2021,W1,SOLUSDT,0.2851,"EMA(10,20)",10,20,0.3233,0.3233,1.0
1d,2021,W1,FETUSDT,0.2811,"EMA(10,50)",10,50,0.315,0.359,0.8774
1d,2021,W1,AAVEUSDT,0.2657,"EMA(5,20)",5,20,0.3044,0.335,0.9084
1d,2021,W1,ETCUSDT,0.2653,"SMA(5,100)",5,100,0.2218,0.2653,0.8362
1d,2021,W1,ZENUSDT,0.2426,"EMA(5,50)",5,50,1.4028,0.2544,1.0
1d,2021,W1,ENJUSDT,0.2038,"SMA(5,20)",5,20,0.0167,0.2437,0.0687
1d,2021,W1,AVAXUSDT,0.2017,"SMA(5,20)",5,20,0.2584,0.2584,1.0
1d,2021,W1,DOTUSDT,0.164,"SMA(5,50)",5,50,1.2748,0.164,1.0
1d,2021,W1,HBARUSDT,0.164,"SMA(20,100)",20,100,0.0194,0.1711,0.1131
1d,2021,W1,ALGOUSDT,0.1613,"SMA(20,100)",20,100,0.5356,0.1613,1.0
1d,2021,W1,BNBUSDT,0.1568,"EMA(5,100)",5,100,1.5951,0.1568,1.0
1d,2021,W1,CRVUSDT,0.1565,"SMA(5,20)",5,20,0.1678,0.1678,1.0
1d,2021,W1,TRXUSDT,0.1516,"EMA(20,100)",20,100,0.8923,0.1516,1.0
1d,2021,W1,INJUSDT,0.1411,"EMA(5,20)",5,20,2.1255,0.2887,1.0
1d,2021,W2,ZENUSDT,0.7528,"EMA(5,50)",5,50,3.1282,0.7528,1.0
1d,2021,W2,AVAXUSDT,0.6471,"SMA(5,20)",5,20,1.6873,0.6471,1.0
1d,2021,W2,ZECUSDT,0.6246,"SMA(5,20)",5,20,0.6246,0.6246,1.0
1d,2021,W2,DOTUSDT,0.5578,"SMA(5,50)",5,50,2.4186,0.7507,1.0
1d,2021,W2,INJUSDT,0.4309,"EMA(5,20)",5,20,3.4848,0.5119,1.0
1d,2021,W2,DASHUSDT,0.3747,"SMA(5,100)",5,100,0.7699,0.3747,1.0
1d,2021,W2,AAVEUSDT,0.3363,"EMA(5,20)",5,20,0.6791,0.3363,1.0
1d,2021,W2,BCHUSDT,0.2074,"SMA(20,50)",20,50,1.1499,0.2074,1.0
1d,2021,W2,UNIUSDT,0.1816,"SMA(10,20)",10,20,0.9757,0.3267,1.0
1d,2021,W2,LINKUSDT,0.1796,"EMA(20,100)",20,100,0.5722,0.2868,1.0
1d,2021,W2,CRVUSDT,0.1449,"SMA(5,20)",5,20,0.2997,0.285,1.0
1d,2021,W2,ETCUSDT,0.12,"SMA(5,100)",5,100,0.3196,0.12,1.0
1d,2021,W2,ATOMUSDT,0.0926,"SMA(5,50)",5,50,0.1925,0.1403,1.0
1d,2021,W2,FETUSDT,0.0632,"EMA(10,50)",10,50,0.4485,0.294,1.0
1d,2021,W2,ADAUSDT,0.0278,"SMA(5,50)",5,50,2.0883,0.1325,1.0
1d,2021,W2,XLMUSDT,0.0208,"EMA(20,50)",20,50,2.7354,0.122,1.0
1d,2021,W2,SOLUSDT,0.0191,"EMA(10,20)",10,20,0.8318,0.0589,1.0
1d,2021,W2,CHZUSDT,0.018,"SMA(10,50)",10,50,0.847,0.1216,1.0
1d,2021,W2,ETHUSDT,0.0149,"EMA(5,100)",5,100,5.3512,0.1758,1.0
1d,2021,W2,ALGOUSDT,0.0011,"SMA(20,100)",20,100,0.515,0.1396,1.0
1d,2021,W2,TRXUSDT,-0.0115,"EMA(20,100)",20,100,0.8446,0.0502,1.0
1d,2021,W2,NEARUSDT,-0.012,"EMA(5,20)",5,20,0.6509,0.1998,1.0
1d,2021,W2,BNBUSDT,-0.0122,"EMA(5,100)",5,100,1.4898,0.0986,1.0
1d,2021,W2,JSTUSDT,-0.0254,"SMA(10,100)",10,100,0.1162,0.1162,1.0
1d,2021,W3,ENJUSDT,0.7488,"SMA(5,20)",5,20,1.0569,0.7488,1.0
1d,2021,W3,HBARUSDT,0.7229,"SMA(20,100)",20,100,1.5276,0.7229,1.0
1d,2021,W3,CRVUSDT,0.4643,"SMA(5,20)",5,20,1.7378,0.5171,1.0
1d,2021,W3,DOTUSDT,0.2122,"SMA(5,50)",5,50,2.7741,0.2122,1.0
1d,2021,W3,AVAXUSDT,0.2082,"SMA(5,20)",5,20,2.2484,0.2082,1.0
1d,2021,W3,NEARUSDT,0.186,"EMA(5,20)",5,20,1.083,0.186,1.0
1d,2021,W3,ZENUSDT,0.1783,"EMA(5,50)",5,50,3.5557,0.1783,1.0
1d,2021,W3,INJUSDT,0.0899,"EMA(5,20)",5,20,3.7221,0.1352,1.0
1d,2021,W3,UNIUSDT,0.0284,"SMA(10,20)",10,20,1.1553,0.0284,1.0
1d,2021,W3,ADAUSDT,0.0186,"SMA(5,50)",5,50,2.0448,0.0186,1.0
1d,2021,W3,CHZUSDT,-0.0019,"SMA(10,50)",10,50,0.8036,0.0,0.0
1d,2021,W3,FILUSDT,-0.0134,"SMA(10,20)",10,20,-0.0702,0.0,0.0
1d,2021,W3,AAVEUSDT,-0.039,"EMA(5,20)",5,20,0.8215,0.0,0.0
1d,2021,W3,XRPUSDT,-0.045,"SMA(10,20)",10,20,-0.0674,0.0,0.0
1d,2021,W3,ALGOUSDT,-0.0517,"SMA(20,100)",20,100,0.5366,0.0,0.0
1d,2021,W3,ETHUSDT,-0.0518,"EMA(5,100)",5,100,4.7173,0.0,0.0
1d,2021,W3,BNBUSDT,-0.0563,"EMA(5,100)",5,100,1.295,0.0,0.0
1d,2021,W3,ETCUSDT,-0.0621,"SMA(5,100)",5,100,0.2081,0.0,0.0
1d,2021,W3,FETUSDT,-0.0661,"EMA(10,50)",10,50,0.538,0.0,0.0
1d,2021,W3,TRXUSDT,-0.0718,"EMA(20,100)",20,100,0.6928,0.0,0.0
1d,2021,W3,SOLUSDT,-0.0746,"EMA(10,20)",10,20,0.6756,0.0,0.0
1d,2021,W3,JSTUSDT,-0.0878,"SMA(10,100)",10,100,0.1084,0.0,0.0
1d,2021,W3,ATOMUSDT,-0.0918,"SMA(5,50)",5,50,0.3217,0.0,0.0
1d,2021,W3,LTCUSDT,-0.1002,"SMA(10,50)",10,50,1.7624,0.0,0.0
1d,2021,W3,DOGEUSDT,-0.1109,"SMA(5,50)",5,50,2.0441,0.0,0.0
1d,2021,W4,DOGEUSDT,3.2801,"SMA(5,50)",5,50,12.3895,3.8952,1.0
1d,2021,W4,UNIUSDT,0.6204,"SMA(10,20)",10,20,2.9953,0.6204,1.0
1d,2021,W4,AAVEUSDT,0.5691,"EMA(5,20)",5,20,2.3709,0.5691,1.0
1d,2021,W4,ZENUSDT,0.2858,"EMA(5,50)",5,50,4.7834,0.2939,1.0
1d,2021,W4,SOLUSDT,0.1503,"EMA(10,20)",10,20,1.1381,0.1503,1.0
1d,2021,W4,JSTUSDT,0.1467,"SMA(10,100)",10,100,0.3232,0.1467,1.0
1d,2021,W4,ALGOUSDT,0.0982,"SMA(20,100)",20,100,0.8606,0.0982,1.0
1d,2021,W4,XLMUSDT,0.0824,"EMA(20,50)",20,50,2.6027,0.2277,1.0
1d,2021,W4,ETHUSDT,0.0764,"EMA(5,100)",5,100,5.835,0.0767,1.0
1d,2021,W4,LINKUSDT,0.0657,"EMA(20,100)",20,100,1.0138,0.0987,1.0
1d,2021,W4,CRVUSDT,0.0596,"SMA(5,20)",5,20,2.3876,0.1479,1.0
1d,2021,W4,BNBUSDT,0.0361,"EMA(5,100)",5,100,1.5247,0.0377,1.0
1d,2021,W4,TRXUSDT,0.0354,"EMA(20,100)",20,100,0.8097,0.046,1.0
1d,2021,W4,ETCUSDT,0.0269,"SMA(5,100)",5,100,0.2923,0.1053,1.0
1d,2021,W4,CHZUSDT,0.0164,"SMA(10,50)",10,50,0.8927,0.0622,1.0
1d,2021,W4,ATOMUSDT,0.0121,"SMA(5,50)",5,50,0.4894,0.1626,1.0
1d,2021,W4,BTCUSDT,0.0098,"EMA(10,100)",10,100,2.7782,0.0967,1.0
1d,2021,W4,FETUSDT,0.0029,"EMA(10,50)",10,50,0.6993,0.085,1.0
1d,2021,W4,ZECUSDT,-0.0065,"SMA(5,100)",5,100,0.1046,0.1055,0.992
1d,2021,W4,DOTUSDT,-0.0145,"SMA(5,50)",5,50,2.9828,0.0919,1.0
1d,2021,W4,ADAUSDT,-0.0167,"SMA(5,50)",5,50,2.3916,0.1015,1.0
1d,2021,W4,DASHUSDT,-0.0208,"SMA(5,100)",5,100,0.3695,0.0626,1.0
1d,2021,W4,ENJUSDT,-0.0271,"SMA(5,20)",5,20,1.3227,0.0219,1.0
1d,2022,W1,LINKUSDT,0.2487,"SMA(5,20)",5,20,0.1847,0.2487,0.7428
1d,2022,W1,ICPUSDT,0.176,"SMA(10,20)",10,20,0.2585,0.176,1.0
1d,2022,W1,ATOMUSDT,0.0625,"SMA(10,20)",10,20,0.4347,0.0855,1.0
1d,2022,W1,NEARUSDT,-0.0106,"EMA(20,100)",20,100,2.4022,0.0436,1.0
1d,2022,W1,FETUSDT,-0.0531,"SMA(5,20)",5,20,-0.0846,0.0,0.0
1d,2022,W1,UNIUSDT,-0.0968,"SMA(5,20)",5,20,-0.0963,0.0,0.0
1d,2022,W1,ENJUSDT,-0.1247,"SMA(20,100)",20,100,0.4423,0.0,0.0
1d,2022,W2,NEARUSDT,0.4614,"EMA(20,100)",20,100,3.5765,0.494,1.0
1d,2022,W2,DOGEUSDT,0.2079,"EMA(5,20)",5,20,0.0,0.2737,0.0
1d,2022,W2,CRVUSDT,0.1611,"SMA(10,100)",10,100,1.4074,0.236,1.0
1d,2022,W2,ATOMUSDT,0.1285,"SMA(10,20)",10,20,0.5054,0.1586,1.0
1d,2022,W2,AVAXUSDT,0.0772,"EMA(10,100)",10,100,3.8062,0.0772,1.0
1d,2022,W2,ARUSDT,0.0559,"SMA(20,50)",20,50,-0.1641,0.0858,0.0
1d,2022,W2,AAVEUSDT,0.0556,"SMA(20,50)",20,50,-0.1118,0.1194,0.0
1d,2022,W3,DYDXUSDT,0.0524,"SMA(10,20)",10,20,0.0,0.188,0.0
1d,2022,W3,ATOMUSDT,-0.1155,"SMA(10,20)",10,20,0.2871,0.0,0.0
1d,2022,W3,ADAUSDT,-0.133,"SMA(10,50)",10,50,-0.1103,0.0,0.0
1d,2022,W3,LTCUSDT,-0.224,"SMA(10,20)",10,20,-0.117,0.0,0.0
1d,2022,W3,DOGEUSDT,-0.2304,"SMA(10,20)",10,20,-0.1404,0.0,0.0
1d,2022,W3,ICPUSDT,-0.2556,"SMA(20,50)",20,50,-0.2556,0.0,0.0
1d,2022,W4,LINKUSDT,0.0164,"SMA(20,50)",20,50,-0.4139,0.0612,0.0
1d,2023,W1,FETUSDT,0.7024,"EMA(5,20)",5,20,1.2649,0.7024,1.0
1d,2023,W1,LDOUSDT,0.3737,"SMA(5,50)",5,50,0.2344,0.3737,0.6272
1d,2023,W1,SOLUSDT,0.3096,"SMA(10,20)",10,20,0.0,0.3096,0.0
1d,2023,W1,ETCUSDT,0.2687,"SMA(10,20)",10,20,0.097,0.2687,0.361
1d,2023,W1,NEARUSDT,0.2216,"SMA(10,20)",10,20,0.0236,0.2216,0.1066
1d,2023,W1,OPUSDT,0.1851,"SMA(5,50)",5,50,0.0693,0.1851,0.3747
1d,2023,W1,ZECUSDT,0.1156,"SMA(5,20)",5,20,0.0024,0.1156,0.0209
1d,2023,W1,ADAUSDT,0.1094,"SMA(5,20)",5,20,0.0298,0.1094,0.272
1d,2023,W1,DASHUSDT,0.0953,"SMA(5,50)",5,50,0.1252,0.0953,1.0
1d,2023,W1,ALGOUSDT,0.0936,"SMA(10,20)",10,20,0.0584,0.0936,0.6238
1d,2023,W1,ARUSDT,0.0913,"SMA(5,20)",5,20,0.0087,0.0913,0.0956
1d,2023,W1,APTUSDT,0.0862,"SMA(5,20)",5,20,0.034,0.0862,0.3948
1d,2023,W1,AVAXUSDT,0.0791,"SMA(5,20)",5,20,-0.0034,0.0791,0.0
1d,2023,W1,LTCUSDT,0.077,"SMA(5,100)",5,100,0.2515,0.077,1.0
1d,2023,W1,INJUSDT,0.077,"SMA(5,20)",5,20,0.0,0.077,0.0
1d,2023,W1,ATOMUSDT,0.0767,"SMA(5,20)",5,20,0.0904,0.0767,1.0
1d,2023,W1,CHZUSDT,0.0762,"SMA(5,20)",5,20,0.0,0.0762,0.0
1d,2023,W1,AAVEUSDT,0.0729,"SMA(5,20)",5,20,-0.0089,0.0729,0.0
1d,2023,W1,BNBUSDT,0.0691,"SMA(5,20)",5,20,0.0613,0.0691,0.887
1d,2023,W1,DOTUSDT,0.0677,"SMA(5,20)",5,20,0.0097,0.0677,0.1438
1d,2023,W1,DYDXUSDT,0.0667,"SMA(5,20)",5,20,0.0008,0.0667,0.0123
1d,2023,W1,FILUSDT,0.0611,"EMA(5,20)",5,20,0.0,0.0649,0.0
1d,2023,W1,SUPERUSDT,0.0559,"SMA(5,20)",5,20,-0.0196,0.0559,0.0
1d,2023,W1,ETHUSDT,0.0528,"SMA(10,20)",10,20,0.0411,0.0528,0.7776
1d,2023,W2,APTUSDT,0.9574,"SMA(5,20)",5,20,1.0777,0.9574,1.0
1d,2023,W2,FETUSDT,0.6956,"EMA(5,20)",5,20,2.4702,0.6956,1.0
1d,2023,W2,SOLUSDT,0.6731,"SMA(10,20)",10,20,0.8485,0.6731,1.0
1d,2023,W2,CRVUSDT,0.4073,"SMA(10,20)",10,20,0.4899,0.4073,1.0
1d,2023,W2,AVAXUSDT,0.4015,"SMA(5,20)",5,20,0.4384,0.4015,1.0
1d,2023,W2,FILUSDT,0.3887,"EMA(5,20)",5,20,0.4506,0.3887,1.0
1d,2023,W2,NEARUSDT,0.3725,"SMA(10,20)",10,20,0.4797,0.3725,1.0
1d,2023,W2,OPUSDT,0.3701,"SMA(5,50)",5,50,0.6846,0.3767,1.0
1d,2023,W2,ARUSDT,0.2834,"SMA(5,20)",5,20,0.3581,0.2834,1.0
1d,2023,W2,AAVEUSDT,0.2821,"SMA(5,20)",5,20,0.3457,0.2821,1.0
1d,2023,W2,HBARUSDT,0.2782,"EMA(5,20)",5,20,0.1951,0.2782,0.7012
1d,2023,W2,ENJUSDT,0.2636,"SMA(5,20)",5,20,0.2636,0.2636,1.0
1d,2023,W2,DOTUSDT,0.2507,"SMA(5,20)",5,20,0.3048,0.2507,1.0
1d,2023,W2,CHZUSDT,0.2366,"SMA(5,20)",5,20,0.2741,0.2366,1.0
1d,2023,W2,ICPUSDT,0.2299,"SMA(10,20)",10,20,0.2906,0.2299,1.0
1d,2023,W2,BTCUSDT,0.2233,"SMA(5,20)",5,20,0.2449,0.2233,1.0
1d,2023,W2,ATOMUSDT,0.2216,"SMA(5,20)",5,20,0.377,0.2216,1.0
1d,2023,W2,DYDXUSDT,0.2205,"SMA(5,20)",5,20,0.2677,0.2205,1.0
1d,2023,W2,BCHUSDT,0.2162,"SMA(5,20)",5,20,0.2389,0.2162,1.0
1d,2023,W2,ZENUSDT,0.2044,"SMA(5,20)",5,20,0.065,0.2044,0.3179
1d,2023,W2,SHIBUSDT,0.2023,"EMA(5,20)",5,20,0.2352,0.2023,1.0
1d,2023,W2,ETHUSDT,0.2021,"SMA(10,20)",10,20,0.2764,0.2021,1.0
1d,2023,W2,UNIUSDT,0.1909,"SMA(10,20)",10,20,0.2045,0.1909,1.0
1d,2023,W2,DOGEUSDT,0.1886,"SMA(5,20)",5,20,0.1241,0.1886,0.658
1d,2023,W2,ADAUSDT,0.1832,"SMA(5,20)",5,20,0.309,0.1832,1.0
1d,2023,W3,APTUSDT,0.4827,"SMA(5,20)",5,20,2.1733,0.5448,1.0
1d,2023,W3,HBARUSDT,0.3731,"EMA(5,20)",5,20,0.6009,0.3731,1.0
1d,2023,W3,ENJUSDT,0.2166,"SMA(5,20)",5,20,0.5793,0.2203,1.0
1d,2023,W3,OPUSDT,0.2044,"SMA(5,50)",5,50,1.1465,0.3209,1.0
1d,2023,W3,CRVUSDT,0.1942,"SMA(10,20)",10,20,0.8275,0.1942,1.0
1d,2023,W3,FETUSDT,0.1852,"EMA(5,20)",5,20,2.9025,0.1852,1.0
1d,2023,W3,SHIBUSDT,0.1134,"EMA(5,20)",5,20,0.4109,0.1271,1.0
1d,2023,W3,BTCUSDT,0.0908,"SMA(5,20)",5,20,0.353,0.1013,1.0
1d,2023,W3,LDOUSDT,0.0792,"SMA(5,50)",5,50,0.9942,0.2165,1.0
1d,2023,W3,DYDXUSDT,0.073,"SMA(5,20)",5,20,0.3311,0.2605,1.0
1d,2023,W3,SOLUSDT,0.0729,"SMA(10,20)",10,20,0.8799,0.1801,1.0
1d,2023,W3,AAVEUSDT,0.0723,"SMA(5,20)",5,20,0.4982,0.0723,1.0
1d,2023,W3,ZECUSDT,0.0692,"SMA(5,20)",5,20,0.157,0.1271,1.0
1d,2023,W3,ADAUSDT,0.0548,"SMA(5,20)",5,20,0.3745,0.1324,1.0
1d,2023,W3,FILUSDT,0.0535,"EMA(5,20)",5,20,0.4997,0.1599,1.0
1d,2023,W3,DOTUSDT,0.0526,"SMA(5,20)",5,20,0.3498,0.1046,1.0
1d,2023,W3,INJUSDT,0.052,"SMA(5,20)",5,20,0.2684,0.1718,1.0
1d,2023,W3,XRPUSDT,0.0492,"SMA(5,20)",5,20,0.0813,0.0647,1.0
1d,2023,W3,ICPUSDT,0.049,"SMA(10,20)",10,20,0.3788,0.0935,1.0
1d,2023,W3,ETHUSDT,0.0476,"SMA(10,20)",10,20,0.3392,0.0756,1.0
1d,2023,W3,MOVRUSDT,0.0454,"SMA(5,20)",5,20,0.1498,0.083,1.0
1d,2023,W3,NEARUSDT,0.0384,"SMA(10,20)",10,20,0.5256,0.1784,1.0
1d,2023,W3,XLMUSDT,0.0273,"SMA(5,20)",5,20,0.1942,0.0958,1.0
1d,2023,W3,LINKUSDT,0.0272,"SMA(5,20)",5,20,0.1335,0.0851,1.0
1d,2023,W3,ATOMUSDT,0.0254,"SMA(5,20)",5,20,0.4011,0.1338,1.0
1d,2023,W4,DYDXUSDT,0.3849,"SMA(5,20)",5,20,0.8937,0.49,1.0
1d,2023,W4,APTUSDT,0.3408,"SMA(5,20)",5,20,3.8204,0.4458,1.0
1d,2023,W4,INJUSDT,0.2892,"SMA(5,20)",5,20,0.8242,0.3734,1.0
1d,2023,W4,SUPERUSDT,0.2853,"SMA(5,20)",5,20,0.5433,0.2853,1.0
1d,2023,W4,AVAXUSDT,0.185,"SMA(5,20)",5,20,0.7468,0.2094,1.0
1d,2023,W4,FETUSDT,0.1059,"EMA(5,20)",5,20,3.2853,0.119,1.0
1d,2023,W4,MOVRUSDT,0.0945,"SMA(5,20)",5,20,0.2761,0.0945,1.0
1d,2023,W4,ICPUSDT,0.0938,"SMA(10,20)",10,20,0.5476,0.1051,1.0
1d,2023,W4,JSTUSDT,0.0921,"SMA(5,20)",5,20,0.2842,0.0961,1.0
1d,2023,W4,ENJUSDT,0.0686,"SMA(5,20)",5,20,0.6539,0.1439,1.0
1d,2023,W4,ARUSDT,0.0495,"SMA(5,20)",5,20,0.4818,0.0495,1.0
1d,2023,W4,ALGOUSDT,0.0484,"SMA(10,20)",10,20,0.4072,0.0914,1.0
1d,2023,W4,LINKUSDT,0.0317,"SMA(5,20)",5,20,0.1883,0.0825,1.0
1d,2023,W4,DOTUSDT,0.0314,"SMA(5,20)",5,20,0.3858,0.0359,1.0
1d,2023,W4,BCHUSDT,0.0295,"SMA(5,20)",5,20,0.3019,0.0295,1.0
1d,2023,W4,DEXEUSDT,0.0289,"EMA(10,20)",10,20,0.1194,0.0309,1.0
1d,2023,W4,NEARUSDT,0.0258,"SMA(10,20)",10,20,0.6168,0.0476,1.0
1d,2023,W4,LTCUSDT,0.0244,"SMA(5,100)",5,100,0.4716,0.0296,1.0
1d,2023,W4,TRXUSDT,0.0212,"SMA(20,50)",20,50,0.1632,0.0462,1.0
1d,2023,W4,XLMUSDT,0.0198,"SMA(5,20)",5,20,0.2246,0.0254,1.0
1d,2023,W4,XRPUSDT,0.015,"SMA(5,20)",5,20,0.0906,0.015,1.0
1d,2023,W4,ADAUSDT,0.0146,"SMA(5,20)",5,20,0.4206,0.0647,1.0
1d,2023,W4,BTCUSDT,0.0144,"SMA(5,20)",5,20,0.3683,0.0173,1.0
1d,2023,W4,LDOUSDT,0.014,"SMA(5,50)",5,50,0.862,0.014,1.0
1d,2023,W4,BNBUSDT,0.0106,"SMA(5,20)",5,20,0.2437,0.0196,1.0
1d,2024,W1,TIAUSDT,0.0233,"SMA(10,20)",10,20,-0.083,0.174,0.0
1d,2024,W1,LDOUSDT,0.0055,"EMA(20,100)",20,100,0.6033,0.0231,1.0
1d,2024,W1,BTCUSDT,-0.0057,"SMA(5,50)",5,50,0.629,0.0253,1.0
1d,2024,W1,ARBUSDT,-0.0065,"SMA(5,50)",5,50,0.9179,0.0,0.0
1d,2024,W1,BNBUSDT,-0.0363,"SMA(5,100)",5,100,0.3565,0.0,0.0
1d,2024,W1,SEIUSDT,-0.0456,"EMA(10,20)",10,20,4.9947,0.0385,1.0
1d,2024,W1,TRXUSDT,-0.0457,"EMA(20,100)",20,100,0.6473,0.0,0.0
1d,2024,W1,SUIUSDT,-0.0548,"EMA(10,20)",10,20,0.8518,0.0,0.0
1d,2024,W1,ETHUSDT,-0.0554,"EMA(10,20)",10,20,0.3365,0.0052,1.0
1d,2024,W1,MOVRUSDT,-0.0771,"SMA(5,50)",5,50,4.5352,0.0,0.0
1d,2024,W1,DEXEUSDT,-0.0774,"EMA(5,50)",5,50,0.6603,0.0,0.0
1d,2024,W1,INJUSDT,-0.0811,"SMA(10,50)",10,50,4.1229,0.0681,1.0
1d,2024,W1,JSTUSDT,-0.0989,"SMA(10,100)",10,100,0.2703,0.0,0.0
1d,2024,W1,XRPUSDT,-0.1247,"EMA(20,100)",20,100,-0.0477,0.0,0.0
1d,2024,W1,XLMUSDT,-0.1266,"SMA(10,50)",10,50,-0.0319,0.0,0.0
1d,2024,W1,ICPUSDT,-0.1297,"SMA(5,50)",5,50,2.6668,0.0,0.0
1d,2024,W1,BCHUSDT,-0.1335,"SMA(20,100)",20,100,0.0832,0.0,0.0
1d,2024,W1,ORDIUSDT,-0.1357,"EMA(5,20)",5,20,2.0827,0.0011,1.0
1d,2024,W1,LTCUSDT,-0.1405,"SMA(20,100)",20,100,-0.1257,0.0,0.0
1d,2024,W1,APTUSDT,-0.1462,"SMA(5,50)",5,50,0.3772,0.0,0.0
1d,2024,W1,ETCUSDT,-0.1463,"EMA(20,50)",20,50,0.194,0.0,0.0
1d,2024,W1,PROMUSDT,-0.1473,"SMA(5,50)",5,50,0.2352,0.0,0.0
1d,2024,W1,FETUSDT,-0.1492,"EMA(5,50)",5,50,1.6713,0.0,0.0
1d,2024,W1,DOGEUSDT,-0.1509,"EMA(5,100)",5,100,0.1425,0.0,0.0
1d,2024,W2,SUIUSDT,0.4593,"EMA(10,20)",10,20,1.9112,0.5717,1.0
1d,2024,W2,ETCUSDT,0.3038,"EMA(20,50)",20,50,0.6468,0.3038,1.0
1d,2024,W2,TIAUSDT,0.2675,"SMA(10,20)",10,20,0.156,0.2675,0.5831
1d,2024,W2,PROMUSDT,0.2219,"SMA(5,50)",5,50,0.5646,0.273,1.0
1d,2024,W2,BLURUSDT,0.1851,"SMA(20,50)",20,50,0.0,0.1851,0.0
1d,2024,W2,BONKUSDT,0.1769,"SMA(5,20)",5,20,0.0311,0.1769,0.1761
1d,2024,W2,ARUSDT,0.1688,"SMA(5,100)",5,100,1.2189,0.2546,1.0
